Friday, 1, 0, 31, Indoor_Motion, Contact, OPEN
Monday, 21, 41, 46, Indoor_Motion, Contact, CLOSED
Monday, 21, 41, 51, Indoor_Motion, Contact, OPEN
Monday, 21, 41, 55, Indoor_Motion, Contact, CLOSED
Monday, 21, 41, 57, Indoor_Motion, Contact, OPEN
Monday, 21, 41, 58, Indoor_Motion, Contact, CLOSED
Monday, 21, 42, 6, Indoor_Motion, Contact, OPEN
Monday, 21, 42, 8, Indoor_Motion, Contact, CLOSED
Monday, 21, 42, 21, Indoor_Motion, Contact, OPEN
Monday, 21, 42, 24, Indoor_Motion, Contact, CLOSED
Monday, 21, 42, 26, Indoor_Motion, Contact, OPEN
Monday, 21, 42, 30, Indoor_Motion, Contact, CLOSED
Monday, 21, 42, 37, Indoor_Motion, Contact, OPEN
Monday, 21, 42, 42, Indoor_Motion, Contact, CLOSED
Monday, 21, 43, 6, Indoor_Motion, Contact, OPEN
Monday, 21, 43, 10, Indoor_Motion, Contact, CLOSED
Monday, 21, 43, 11, Indoor_Motion, Contact, OPEN
Monday, 21, 43, 12, Indoor_Motion, Contact, CLOSED
Monday, 21, 43, 19, Indoor_Motion, Contact, OPEN
Monday, 21, 43, 24, Indoor_Motion, Contact, CLOSED
Monday, 21, 43, 36, Indoor_Motion, Contact, OPEN
Monday, 21, 43, 38, Indoor_Motion, Contact, CLOSED
Monday, 21, 44, 3, Indoor_Motion, Contact, OPEN
Monday, 21, 44, 4, Indoor_Motion, Contact, CLOSED
Monday, 21, 44, 16, Indoor_Motion, Contact, OPEN
Monday, 21, 44, 19, Indoor_Motion, Contact, CLOSED
Monday, 21, 44, 26, Indoor_Motion, Contact, OPEN
Monday, 21, 44, 29, Indoor_Motion, Contact, CLOSED
Monday, 21, 44, 34, Indoor_Motion, Contact, OPEN
Monday, 21, 44, 38, Indoor_Motion, Contact, CLOSED
Monday, 21, 44, 49, Indoor_Motion, Contact, OPEN
Monday, 21, 44, 50, Indoor_Motion, Contact, CLOSED
Monday, 21, 44, 54, Indoor_Motion, Contact, OPEN
Monday, 21, 44, 57, Indoor_Motion, Contact, CLOSED
Monday, 21, 45, 0, Indoor_Motion, Contact, OPEN
Monday, 21, 45, 3, Indoor_Motion, Contact, CLOSED
Monday, 21, 45, 4, Indoor_Motion, Contact, OPEN
Monday, 21, 45, 9, Indoor_Motion, Contact, CLOSED
Monday, 21, 45, 15, Indoor_Motion, Contact, OPEN
Monday, 21, 45, 16, Indoor_Motion, Contact, CLOSED
Monday, 21, 45, 17, Indoor_Motion, Contact, OPEN
Monday, 21, 45, 18, Indoor_Motion, Contact, CLOSED
Monday, 21, 45, 19, Indoor_Motion, Contact, OPEN
Monday, 21, 45, 24, Indoor_Motion, Contact, CLOSED
Monday, 21, 45, 27, Indoor_Motion, Contact, OPEN
Monday, 21, 45, 32, Indoor_Motion, Contact, CLOSED
Monday, 21, 45, 36, Indoor_Motion, Contact, OPEN
Monday, 21, 45, 41, Indoor_Motion, Contact, CLOSED
Monday, 21, 45, 51, Indoor_Motion, Contact, OPEN
Monday, 21, 45, 55, Indoor_Motion, Contact, CLOSED
Monday, 21, 46, 1, Indoor_Motion, Contact, OPEN
Monday, 21, 46, 6, Indoor_Motion, Contact, CLOSED
Monday, 21, 46, 7, Indoor_Motion, Contact, OPEN
Monday, 21, 46, 8, Indoor_Motion, Contact, CLOSED
Monday, 21, 46, 11, Indoor_Motion, Contact, OPEN
Monday, 21, 46, 12, Indoor_Motion, Contact, CLOSED
Monday, 21, 46, 18, Indoor_Motion, Contact, OPEN
Monday, 21, 46, 23, Indoor_Motion, Contact, CLOSED
Monday, 21, 46, 27, Indoor_Motion, Contact, OPEN
Monday, 21, 46, 29, Indoor_Motion, Contact, CLOSED
Monday, 21, 46, 36, Indoor_Motion, Contact, OPEN
Monday, 21, 46, 38, Indoor_Motion, Contact, CLOSED
Monday, 21, 46, 41, Indoor_Motion, Contact, OPEN
Monday, 21, 46, 43, Indoor_Motion, Contact, CLOSED
Monday, 21, 46, 47, Indoor_Motion, Contact, OPEN
Monday, 21, 46, 50, Indoor_Motion, Contact, CLOSED
Monday, 21, 46, 51, Indoor_Motion, Contact, OPEN
Monday, 21, 46, 55, Indoor_Motion, Contact, CLOSED
Monday, 21, 46, 57, Indoor_Motion, Contact, OPEN
Monday, 21, 46, 59, Indoor_Motion, Contact, CLOSED
Monday, 21, 47, 2, Indoor_Motion, Contact, OPEN
Monday, 21, 47, 7, Indoor_Motion, Contact, CLOSED
Monday, 21, 47, 13, Indoor_Motion, Contact, OPEN
Monday, 21, 47, 17, Indoor_Motion, Contact, CLOSED
Monday, 21, 47, 28, Indoor_Motion, Contact, OPEN
Monday, 21, 47, 31, Indoor_Motion, Contact, CLOSED
Monday, 21, 47, 34, Indoor_Motion, Contact, OPEN
Monday, 21, 47, 39, Indoor_Motion, Contact, CLOSED
Monday, 21, 47, 43, Indoor_Motion, Contact, OPEN
Monday, 21, 47, 47, Indoor_Motion, Contact, CLOSED
Monday, 21, 47, 49, Indoor_Motion, Contact, OPEN
Monday, 21, 47, 53, Indoor_Motion, Contact, CLOSED
Monday, 21, 47, 54, Indoor_Motion, Contact, OPEN
Monday, 21, 47, 57, Indoor_Motion, Contact, CLOSED
Monday, 21, 48, 2, Indoor_Motion, Contact, OPEN
Monday, 21, 48, 4, Indoor_Motion, Contact, CLOSED
Monday, 21, 48, 5, Indoor_Motion, Contact, OPEN
Monday, 21, 48, 9, Indoor_Motion, Contact, CLOSED
Monday, 21, 48, 13, Indoor_Motion, Contact, OPEN
Monday, 21, 48, 15, Indoor_Motion, Contact, CLOSED
Monday, 21, 48, 21, Indoor_Motion, Contact, OPEN
Monday, 21, 48, 22, Indoor_Motion, Contact, CLOSED
Monday, 21, 48, 24, Indoor_Motion, Contact, OPEN
Monday, 21, 48, 25, Indoor_Motion, Contact, CLOSED
Monday, 21, 48, 26, Indoor_Motion, Contact, OPEN
Monday, 21, 48, 29, Indoor_Motion, Contact, CLOSED
Monday, 21, 48, 36, Indoor_Motion, Contact, OPEN
Monday, 21, 48, 41, Indoor_Motion, Contact, CLOSED
Monday, 21, 48, 45, Indoor_Motion, Contact, OPEN
Monday, 21, 48, 48, Indoor_Motion, Contact, CLOSED
Monday, 21, 48, 50, Indoor_Motion, Contact, OPEN
Monday, 21, 48, 55, Indoor_Motion, Contact, CLOSED
Monday, 21, 48, 57, Indoor_Motion, Contact, OPEN
Monday, 21, 48, 59, Indoor_Motion, Contact, CLOSED
Monday, 21, 49, 4, Indoor_Motion, Contact, OPEN
Monday, 21, 49, 5, Indoor_Motion, Contact, CLOSED
Monday, 21, 49, 6, Indoor_Motion, Contact, OPEN
Monday, 21, 49, 7, Indoor_Motion, Contact, CLOSED
Monday, 21, 49, 9, Indoor_Motion, Contact, OPEN
Monday, 21, 49, 12, Indoor_Motion, Contact, CLOSED
Monday, 21, 49, 18, Indoor_Motion, Contact, OPEN
Monday, 21, 49, 20, Indoor_Motion, Contact, CLOSED
Monday, 21, 49, 26, Indoor_Motion, Contact, OPEN
Monday, 21, 49, 28, Indoor_Motion, Contact, CLOSED
Monday, 21, 49, 30, Indoor_Motion, Contact, OPEN
Monday, 21, 49, 35, Indoor_Motion, Contact, CLOSED
Monday, 21, 49, 36, Indoor_Motion, Contact, OPEN
Monday, 21, 49, 39, Indoor_Motion, Contact, CLOSED
Monday, 21, 49, 41, Indoor_Motion, Contact, OPEN
Monday, 21, 49, 42, Indoor_Motion, Contact, CLOSED
Monday, 21, 49, 44, Indoor_Motion, Contact, OPEN
Monday, 21, 49, 49, Indoor_Motion, Contact, CLOSED
Monday, 21, 49, 51, Indoor_Motion, Contact, OPEN
Monday, 21, 49, 53, Indoor_Motion, Contact, CLOSED
Monday, 21, 50, 2, Indoor_Motion, Contact, OPEN
Monday, 21, 50, 3, Indoor_Motion, Contact, CLOSED
Monday, 21, 50, 6, Indoor_Motion, Contact, OPEN
Monday, 21, 50, 10, Indoor_Motion, Contact, CLOSED
Monday, 21, 50, 17, Indoor_Motion, Contact, OPEN
Monday, 21, 50, 21, Indoor_Motion, Contact, CLOSED
Monday, 21, 50, 29, Indoor_Motion, Contact, OPEN
Monday, 21, 50, 32, Indoor_Motion, Contact, CLOSED
Monday, 21, 50, 34, Indoor_Motion, Contact, OPEN
Monday, 21, 50, 38, Indoor_Motion, Contact, CLOSED
Monday, 21, 50, 42, Indoor_Motion, Contact, OPEN
Monday, 21, 50, 47, Indoor_Motion, Contact, CLOSED
Monday, 21, 51, 5, Indoor_Motion, Contact, OPEN
Monday, 21, 51, 9, Indoor_Motion, Contact, CLOSED
Monday, 21, 51, 23, Indoor_Motion, Contact, OPEN
Monday, 21, 51, 27, Indoor_Motion, Contact, CLOSED
Monday, 21, 51, 35, Indoor_Motion, Contact, OPEN
Monday, 21, 51, 38, Indoor_Motion, Contact, CLOSED
Monday, 21, 51, 39, Indoor_Motion, Contact, OPEN
Monday, 21, 51, 42, Indoor_Motion, Contact, CLOSED
Monday, 21, 51, 50, Indoor_Motion, Contact, OPEN
Monday, 21, 51, 53, Indoor_Motion, Contact, CLOSED
Monday, 21, 52, 3, Indoor_Motion, Contact, OPEN
Monday, 21, 52, 5, Indoor_Motion, Contact, CLOSED
Monday, 21, 52, 6, Indoor_Motion, Contact, OPEN
Monday, 21, 52, 9, Indoor_Motion, Contact, CLOSED
Monday, 21, 52, 18, Indoor_Motion, Contact, OPEN
Monday, 21, 52, 19, Indoor_Motion, Contact, CLOSED
Monday, 21, 52, 25, Indoor_Motion, Contact, OPEN
Monday, 21, 52, 26, Indoor_Motion, Contact, CLOSED
Monday, 21, 52, 27, Indoor_Motion, Contact, OPEN
Monday, 21, 52, 28, Indoor_Motion, Contact, CLOSED
Monday, 21, 52, 34, Indoor_Motion, Contact, OPEN
Monday, 21, 52, 35, Indoor_Motion, Contact, CLOSED
Monday, 21, 52, 50, Indoor_Motion, Contact, OPEN
Monday, 21, 52, 51, Indoor_Motion, Contact, CLOSED
Monday, 21, 52, 55, Indoor_Motion, Contact, OPEN
Monday, 21, 52, 57, Indoor_Motion, Contact, CLOSED
Monday, 21, 53, 1, Indoor_Motion, Contact, OPEN
Monday, 21, 53, 3, Indoor_Motion, Contact, CLOSED
Monday, 21, 53, 5, Indoor_Motion, Contact, OPEN
Monday, 21, 53, 7, Indoor_Motion, Contact, CLOSED
Monday, 21, 53, 9, Indoor_Motion, Contact, OPEN
Monday, 21, 53, 13, Indoor_Motion, Contact, CLOSED
Monday, 21, 53, 15, Indoor_Motion, Contact, OPEN
Monday, 21, 53, 20, Indoor_Motion, Contact, CLOSED
Monday, 21, 53, 22, Indoor_Motion, Contact, OPEN
Monday, 21, 53, 26, Indoor_Motion, Contact, CLOSED
Monday, 21, 53, 34, Indoor_Motion, Contact, OPEN
Monday, 21, 53, 39, Indoor_Motion, Contact, CLOSED
Monday, 21, 53, 41, Indoor_Motion, Contact, OPEN
Monday, 21, 53, 44, Indoor_Motion, Contact, CLOSED
Monday, 21, 53, 45, Indoor_Motion, Contact, OPEN
Monday, 21, 53, 47, Indoor_Motion, Contact, CLOSED
Monday, 21, 53, 52, Indoor_Motion, Contact, OPEN
Monday, 21, 53, 57, Indoor_Motion, Contact, CLOSED
Monday, 21, 53, 58, Indoor_Motion, Contact, OPEN
Monday, 21, 54, 1, Indoor_Motion, Contact, CLOSED
Monday, 21, 54, 4, Indoor_Motion, Contact, OPEN
Monday, 21, 54, 5, Indoor_Motion, Contact, CLOSED
Monday, 21, 54, 6, Indoor_Motion, Contact, OPEN
Monday, 21, 54, 8, Indoor_Motion, Contact, CLOSED
Monday, 21, 54, 11, Indoor_Motion, Contact, OPEN
Monday, 21, 54, 15, Indoor_Motion, Contact, CLOSED
Monday, 21, 54, 17, Indoor_Motion, Contact, OPEN
Monday, 21, 54, 21, Indoor_Motion, Contact, CLOSED
Monday, 21, 54, 22, Indoor_Motion, Contact, OPEN
Monday, 21, 54, 24, Indoor_Motion, Contact, CLOSED
Monday, 21, 54, 39, Indoor_Motion, Contact, OPEN
Monday, 21, 54, 42, Indoor_Motion, Contact, CLOSED
Monday, 21, 54, 51, Indoor_Motion, Contact, OPEN
Monday, 21, 54, 56, Indoor_Motion, Contact, CLOSED
Monday, 21, 55, 0, Indoor_Motion, Contact, OPEN
Monday, 21, 55, 5, Indoor_Motion, Contact, CLOSED
Monday, 21, 55, 7, Indoor_Motion, Contact, OPEN
Monday, 21, 55, 8, Indoor_Motion, Contact, CLOSED
Monday, 21, 55, 9, Indoor_Motion, Contact, OPEN
Monday, 21, 55, 13, Indoor_Motion, Contact, CLOSED
Monday, 21, 55, 22, Indoor_Motion, Contact, OPEN
Monday, 21, 55, 26, Indoor_Motion, Contact, CLOSED
Monday, 21, 55, 28, Indoor_Motion, Contact, OPEN
Monday, 21, 55, 32, Indoor_Motion, Contact, CLOSED
Monday, 21, 55, 33, Indoor_Motion, Contact, OPEN
Monday, 21, 55, 35, Indoor_Motion, Contact, CLOSED
Monday, 21, 55, 37, Indoor_Motion, Contact, OPEN
Monday, 21, 55, 39, Indoor_Motion, Contact, CLOSED
Monday, 21, 55, 40, Indoor_Motion, Contact, OPEN
Monday, 21, 55, 43, Indoor_Motion, Contact, CLOSED
Monday, 21, 55, 44, Indoor_Motion, Contact, OPEN
Monday, 21, 55, 45, Indoor_Motion, Contact, CLOSED
Monday, 21, 55, 46, Indoor_Motion, Contact, OPEN
Monday, 21, 55, 47, Indoor_Motion, Contact, CLOSED
Monday, 21, 55, 51, Indoor_Motion, Contact, OPEN
Monday, 21, 55, 56, Indoor_Motion, Contact, CLOSED
Monday, 21, 55, 57, Indoor_Motion, Contact, OPEN
Monday, 21, 56, 1, Indoor_Motion, Contact, CLOSED
Monday, 21, 56, 3, Indoor_Motion, Contact, OPEN
Monday, 21, 56, 6, Indoor_Motion, Contact, CLOSED
Monday, 21, 56, 10, Indoor_Motion, Contact, OPEN
Monday, 21, 56, 14, Indoor_Motion, Contact, CLOSED
Monday, 21, 56, 16, Indoor_Motion, Contact, OPEN
Monday, 21, 56, 21, Indoor_Motion, Contact, CLOSED
Monday, 21, 56, 25, Indoor_Motion, Contact, OPEN
Monday, 21, 56, 26, Indoor_Motion, Contact, CLOSED
Monday, 21, 56, 32, Indoor_Motion, Contact, OPEN
Monday, 21, 56, 36, Indoor_Motion, Contact, CLOSED
Monday, 21, 56, 39, Indoor_Motion, Contact, OPEN
Monday, 21, 56, 40, Indoor_Motion, Contact, CLOSED
Monday, 21, 56, 52, Indoor_Motion, Contact, OPEN
Monday, 21, 56, 54, Indoor_Motion, Contact, CLOSED
Monday, 21, 56, 57, Indoor_Motion, Contact, OPEN
Monday, 21, 57, 1, Indoor_Motion, Contact, CLOSED
Monday, 21, 57, 2, Indoor_Motion, Contact, OPEN
Monday, 21, 57, 6, Indoor_Motion, Contact, CLOSED
Monday, 21, 57, 10, Indoor_Motion, Contact, OPEN
Monday, 21, 57, 13, Indoor_Motion, Contact, CLOSED
Monday, 21, 57, 15, Indoor_Motion, Contact, OPEN
Monday, 21, 57, 16, Indoor_Motion, Contact, CLOSED
Monday, 21, 57, 21, Indoor_Motion, Contact, OPEN
Monday, 21, 57, 22, Indoor_Motion, Contact, CLOSED
Monday, 21, 57, 24, Indoor_Motion, Contact, OPEN
Monday, 21, 57, 27, Indoor_Motion, Contact, CLOSED
Monday, 21, 57, 32, Indoor_Motion, Contact, OPEN
Monday, 21, 57, 36, Indoor_Motion, Contact, CLOSED
Monday, 21, 57, 42, Indoor_Motion, Contact, OPEN
Monday, 21, 57, 47, Indoor_Motion, Contact, CLOSED
Monday, 21, 57, 58, Indoor_Motion, Contact, OPEN
Monday, 21, 58, 1, Indoor_Motion, Contact, CLOSED
Monday, 21, 58, 2, Indoor_Motion, Contact, OPEN
Monday, 21, 58, 5, Indoor_Motion, Contact, CLOSED
Monday, 21, 58, 7, Indoor_Motion, Contact, OPEN
Monday, 21, 58, 12, Indoor_Motion, Contact, CLOSED
Monday, 21, 58, 16, Indoor_Motion, Contact, OPEN
Monday, 21, 58, 18, Indoor_Motion, Contact, CLOSED
Monday, 21, 58, 23, Indoor_Motion, Contact, OPEN
Monday, 21, 58, 24, Indoor_Motion, Contact, CLOSED
Monday, 21, 58, 29, Indoor_Motion, Contact, OPEN
Monday, 21, 58, 34, Indoor_Motion, Contact, CLOSED
Monday, 21, 58, 35, Indoor_Motion, Contact, OPEN
Monday, 21, 58, 37, Indoor_Motion, Contact, CLOSED
Monday, 21, 58, 39, Indoor_Motion, Contact, OPEN
Monday, 21, 58, 43, Indoor_Motion, Contact, CLOSED
Monday, 21, 58, 46, Indoor_Motion, Contact, OPEN
Monday, 21, 58, 47, Indoor_Motion, Contact, CLOSED
Monday, 21, 58, 49, Indoor_Motion, Contact, OPEN
Monday, 21, 58, 53, Indoor_Motion, Contact, CLOSED
Monday, 21, 58, 58, Indoor_Motion, Contact, OPEN
Monday, 21, 59, 1, Indoor_Motion, Contact, CLOSED
Monday, 21, 59, 2, Indoor_Motion, Contact, OPEN
Monday, 21, 59, 5, Indoor_Motion, Contact, CLOSED
Monday, 21, 59, 7, Indoor_Motion, Contact, OPEN
Monday, 21, 59, 8, Indoor_Motion, Contact, CLOSED
Monday, 21, 59, 12, Indoor_Motion, Contact, OPEN
Monday, 21, 59, 15, Indoor_Motion, Contact, CLOSED
Monday, 21, 59, 24, Indoor_Motion, Contact, OPEN
Monday, 21, 59, 27, Indoor_Motion, Contact, CLOSED
Monday, 21, 59, 30, Indoor_Motion, Contact, OPEN
Monday, 21, 59, 35, Indoor_Motion, Contact, CLOSED
Monday, 21, 59, 43, Indoor_Motion, Contact, OPEN
Monday, 21, 59, 48, Indoor_Motion, Contact, CLOSED
Monday, 21, 59, 50, Indoor_Motion, Contact, OPEN
Monday, 21, 59, 54, Indoor_Motion, Contact, CLOSED
Monday, 21, 59, 58, Indoor_Motion, Contact, OPEN
Monday, 22, 0, 1, Indoor_Motion, Contact, CLOSED
Monday, 22, 0, 4, Indoor_Motion, Contact, OPEN
Monday, 22, 0, 7, Indoor_Motion, Contact, CLOSED
Monday, 22, 0, 15, Indoor_Motion, Contact, OPEN
Monday, 22, 0, 19, Indoor_Motion, Contact, CLOSED
Monday, 22, 0, 20, Indoor_Motion, Contact, OPEN
Monday, 22, 0, 23, Indoor_Motion, Contact, CLOSED
Monday, 22, 0, 32, Indoor_Motion, Contact, OPEN
Monday, 22, 0, 36, Indoor_Motion, Contact, CLOSED
Monday, 22, 0, 41, Indoor_Motion, Contact, OPEN
Monday, 22, 0, 45, Indoor_Motion, Contact, CLOSED
Monday, 22, 0, 48, Indoor_Motion, Contact, OPEN
Monday, 22, 0, 52, Indoor_Motion, Contact, CLOSED
Monday, 22, 0, 55, Indoor_Motion, Contact, OPEN
Monday, 22, 0, 58, Indoor_Motion, Contact, CLOSED
Monday, 22, 0, 59, Indoor_Motion, Contact, OPEN
Monday, 22, 1, 1, Indoor_Motion, Contact, CLOSED
Monday, 22, 1, 16, Indoor_Motion, Contact, OPEN
Monday, 22, 1, 21, Indoor_Motion, Contact, CLOSED
Monday, 22, 1, 22, Indoor_Motion, Contact, OPEN
Monday, 22, 1, 26, Indoor_Motion, Contact, CLOSED
Monday, 22, 1, 32, Indoor_Motion, Contact, OPEN
Monday, 22, 1, 34, Indoor_Motion, Contact, CLOSED
Monday, 22, 1, 36, Indoor_Motion, Contact, OPEN
Monday, 22, 1, 39, Indoor_Motion, Contact, CLOSED
Monday, 22, 1, 41, Indoor_Motion, Contact, OPEN
Monday, 22, 1, 43, Indoor_Motion, Contact, CLOSED
Monday, 22, 1, 51, Indoor_Motion, Contact, OPEN
Monday, 22, 1, 56, Indoor_Motion, Contact, CLOSED
Monday, 22, 1, 58, Indoor_Motion, Contact, OPEN
Monday, 22, 2, 2, Indoor_Motion, Contact, CLOSED
Monday, 22, 2, 5, Indoor_Motion, Contact, OPEN
Monday, 22, 2, 8, Indoor_Motion, Contact, CLOSED
Monday, 22, 2, 9, Indoor_Motion, Contact, OPEN
Monday, 22, 2, 13, Indoor_Motion, Contact, CLOSED
Monday, 22, 2, 17, Indoor_Motion, Contact, OPEN
Monday, 22, 2, 22, Indoor_Motion, Contact, CLOSED
Monday, 22, 2, 26, Indoor_Motion, Contact, OPEN
Monday, 22, 2, 28, Indoor_Motion, Contact, CLOSED
Monday, 22, 2, 29, Indoor_Motion, Contact, OPEN
Monday, 22, 2, 32, Indoor_Motion, Contact, CLOSED
Monday, 22, 2, 40, Indoor_Motion, Contact, OPEN
Monday, 22, 2, 44, Indoor_Motion, Contact, CLOSED
Monday, 22, 2, 51, Indoor_Motion, Contact, OPEN
Monday, 22, 2, 54, Indoor_Motion, Contact, CLOSED
Monday, 22, 2, 57, Indoor_Motion, Contact, OPEN
Monday, 22, 3, 0, Indoor_Motion, Contact, CLOSED
Monday, 22, 3, 12, Indoor_Motion, Contact, OPEN
Monday, 22, 3, 13, Indoor_Motion, Contact, CLOSED
Monday, 22, 3, 16, Indoor_Motion, Contact, OPEN
Monday, 22, 3, 19, Indoor_Motion, Contact, CLOSED
Monday, 22, 3, 20, Indoor_Motion, Contact, OPEN
Monday, 22, 3, 22, Indoor_Motion, Contact, CLOSED
Monday, 22, 3, 37, Indoor_Motion, Contact, OPEN
Monday, 22, 3, 39, Indoor_Motion, Contact, CLOSED
Monday, 22, 3, 45, Indoor_Motion, Contact, OPEN
Monday, 22, 3, 48, Indoor_Motion, Contact, CLOSED
Monday, 22, 3, 49, Indoor_Motion, Contact, OPEN
Monday, 22, 3, 52, Indoor_Motion, Contact, CLOSED
Monday, 22, 4, 0, Indoor_Motion, Contact, OPEN
Monday, 22, 4, 4, Indoor_Motion, Contact, CLOSED
Monday, 22, 4, 12, Indoor_Motion, Contact, OPEN
Monday, 22, 4, 15, Indoor_Motion, Contact, CLOSED
Monday, 22, 4, 16, Indoor_Motion, Contact, OPEN
Monday, 22, 4, 19, Indoor_Motion, Contact, CLOSED
Monday, 22, 4, 36, Indoor_Motion, Contact, OPEN
Monday, 22, 4, 40, Indoor_Motion, Contact, CLOSED
Monday, 22, 4, 41, Indoor_Motion, Contact, OPEN
Monday, 22, 4, 43, Indoor_Motion, Contact, CLOSED
Monday, 22, 4, 48, Indoor_Motion, Contact, OPEN
Monday, 22, 4, 53, Indoor_Motion, Contact, CLOSED
Monday, 22, 4, 54, Indoor_Motion, Contact, OPEN
Monday, 22, 4, 58, Indoor_Motion, Contact, CLOSED
Monday, 22, 5, 3, Indoor_Motion, Contact, OPEN
Monday, 22, 5, 4, Indoor_Motion, Contact, CLOSED
Monday, 22, 5, 7, Indoor_Motion, Contact, OPEN
Monday, 22, 5, 11, Indoor_Motion, Contact, CLOSED
Monday, 22, 5, 20, Indoor_Motion, Contact, OPEN
Monday, 22, 5, 23, Indoor_Motion, Contact, CLOSED
Monday, 22, 5, 27, Indoor_Motion, Contact, OPEN
Monday, 22, 5, 30, Indoor_Motion, Contact, CLOSED
Monday, 22, 5, 40, Indoor_Motion, Contact, OPEN
Monday, 22, 5, 41, Indoor_Motion, Contact, CLOSED
Monday, 22, 5, 46, Indoor_Motion, Contact, OPEN
Monday, 22, 5, 51, Indoor_Motion, Contact, CLOSED
Monday, 22, 5, 59, Indoor_Motion, Contact, OPEN
Monday, 22, 6, 0, Indoor_Motion, Contact, CLOSED
Monday, 22, 6, 3, Indoor_Motion, Contact, OPEN
Monday, 22, 6, 4, Indoor_Motion, Contact, CLOSED
Monday, 22, 6, 12, Indoor_Motion, Contact, OPEN
Monday, 22, 6, 14, Indoor_Motion, Contact, CLOSED
Monday, 22, 6, 18, Indoor_Motion, Contact, OPEN
Monday, 22, 6, 22, Indoor_Motion, Contact, CLOSED
Monday, 22, 6, 31, Indoor_Motion, Contact, OPEN
Monday, 22, 6, 34, Indoor_Motion, Contact, CLOSED
Monday, 22, 6, 36, Indoor_Motion, Contact, OPEN
Monday, 22, 6, 39, Indoor_Motion, Contact, CLOSED
Monday, 22, 6, 45, Indoor_Motion, Contact, OPEN
Monday, 22, 6, 50, Indoor_Motion, Contact, CLOSED
Monday, 22, 6, 51, Indoor_Motion, Contact, OPEN
Monday, 22, 6, 56, Indoor_Motion, Contact, CLOSED
Monday, 22, 6, 57, Indoor_Motion, Contact, OPEN
Monday, 22, 7, 2, Indoor_Motion, Contact, CLOSED
Monday, 22, 7, 9, Indoor_Motion, Contact, OPEN
Monday, 22, 7, 10, Indoor_Motion, Contact, CLOSED
Monday, 22, 7, 13, Indoor_Motion, Contact, OPEN
Monday, 22, 7, 17, Indoor_Motion, Contact, CLOSED
Monday, 22, 7, 23, Indoor_Motion, Contact, OPEN
Monday, 22, 7, 24, Indoor_Motion, Contact, CLOSED
Monday, 22, 7, 37, Indoor_Motion, Contact, OPEN
Monday, 22, 7, 41, Indoor_Motion, Contact, CLOSED
Monday, 22, 7, 42, Indoor_Motion, Contact, OPEN
Monday, 22, 7, 45, Indoor_Motion, Contact, CLOSED
Monday, 22, 7, 49, Indoor_Motion, Contact, OPEN
Monday, 22, 7, 50, Indoor_Motion, Contact, CLOSED
Monday, 22, 7, 59, Indoor_Motion, Contact, OPEN
Monday, 22, 8, 4, Indoor_Motion, Contact, CLOSED
Monday, 22, 8, 6, Indoor_Motion, Contact, OPEN
Monday, 22, 8, 8, Indoor_Motion, Contact, CLOSED
Monday, 22, 8, 16, Indoor_Motion, Contact, OPEN
Monday, 22, 8, 19, Indoor_Motion, Contact, CLOSED
Monday, 22, 8, 24, Indoor_Motion, Contact, OPEN
Monday, 22, 8, 26, Indoor_Motion, Contact, CLOSED
Monday, 22, 8, 30, Indoor_Motion, Contact, OPEN
Monday, 22, 8, 34, Indoor_Motion, Contact, CLOSED
Monday, 22, 8, 41, Indoor_Motion, Contact, OPEN
Monday, 22, 8, 45, Indoor_Motion, Contact, CLOSED
Monday, 22, 8, 48, Indoor_Motion, Contact, OPEN
Monday, 22, 8, 51, Indoor_Motion, Contact, CLOSED
Monday, 22, 8, 52, Indoor_Motion, Contact, OPEN
Monday, 22, 8, 57, Indoor_Motion, Contact, CLOSED
Monday, 22, 9, 2, Indoor_Motion, Contact, OPEN
Monday, 22, 9, 6, Indoor_Motion, Contact, CLOSED
Monday, 22, 9, 13, Indoor_Motion, Contact, OPEN
Monday, 22, 9, 14, Indoor_Motion, Contact, CLOSED
Monday, 22, 9, 17, Indoor_Motion, Contact, OPEN
Monday, 22, 9, 21, Indoor_Motion, Contact, CLOSED
Monday, 22, 9, 22, Indoor_Motion, Contact, OPEN
Monday, 22, 9, 25, Indoor_Motion, Contact, CLOSED
Monday, 22, 9, 29, Indoor_Motion, Contact, OPEN
Monday, 22, 9, 33, Indoor_Motion, Contact, CLOSED
Monday, 22, 9, 34, Indoor_Motion, Contact, OPEN
Monday, 22, 9, 38, Indoor_Motion, Contact, CLOSED
Monday, 22, 9, 39, Indoor_Motion, Contact, OPEN
Monday, 22, 9, 43, Indoor_Motion, Contact, CLOSED
Monday, 22, 9, 53, Indoor_Motion, Contact, OPEN
Monday, 22, 9, 58, Indoor_Motion, Contact, CLOSED
Monday, 22, 10, 6, Indoor_Motion, Contact, OPEN
Monday, 22, 10, 8, Indoor_Motion, Contact, CLOSED
Monday, 22, 10, 13, Indoor_Motion, Contact, OPEN
Monday, 22, 10, 16, Indoor_Motion, Contact, CLOSED
Monday, 22, 10, 25, Indoor_Motion, Contact, OPEN
Monday, 22, 10, 28, Indoor_Motion, Contact, CLOSED
Monday, 22, 10, 36, Indoor_Motion, Contact, OPEN
Monday, 22, 10, 41, Indoor_Motion, Contact, CLOSED
Monday, 22, 10, 44, Indoor_Motion, Contact, OPEN
Monday, 22, 10, 45, Indoor_Motion, Contact, CLOSED
